Unnamed: 0.1,Unnamed: 0,Contexts,Questions,Gold Answers,GPT Answer,Annotator Label - GPT Answer,Category - GPT Answer,BERTScore Similarities GPT,LERC Score GPT,SAS Similarities GPT,BEM Similarities GPT,FLAN-T5 Answer,Annotator Label - FlanT5,Category - FlanT5,LERC Score FlanT5,BERTScore Similarities FlanT5,SAS Similarities FlanT5,BEM Similarities FlanT5
255,254.0,"["", Days of Our Lives , portrayed by James Scott . Originally portrayed by child actors , Avalon , Dillon , and Vincent Ragone from 1997 to April 1998 , the character was rapidly aged in 2006 when Scott took over the role . Scott departed the role in October 2014 , resulting in the character 's on - screen death .   Created by head writer , James E. Reilly , and introduced under executive producers , Ken Corday and Tom Langan , EJ is the son of crime boss Stefano DiMera and Susan Banks . However , Stefano""]",when did ej die on days of our lives,['2014'],"Sorry, I do not have access to the latest events or spoilers regarding television shows.",1.0,DATV,0.8132951856,0.9836946726,0.016770575,0.05936348811,,,,,,,
256,255.0,"['University of Michigan     Occupation   Actress     Years active   1953 -- 1997     Known for   The Bob Cummings Show The Brady Bunch     Ann Bradford Davis ( May 3 , 1926 -- June 1 , 2014 ) was an American actress . She achieved prominence for her role in the NBC situation comedy The Bob Cummings Show ( 1955 -- 1959 ) , for which she twice won the Primetime Emmy Award for Outstanding Supporting Actress in a Comedy Series , but she was best known']",when did alice from the brady bunch die,"['June 1 , 2014']","Ann B. Davis, who played Alice in The Brady Bunch, died on June 1, 2014.",3.0,Semantically the same,0.828109622,3.715055227,0.2045206,0.9893324375,,,,,,,
257,256.0,"['throne .   A large United Kingdom of the Netherlands was formed for the Prince of Orange , including both the old United Provinces and the formerly Austrian - ruled territories in the Southern Netherlands . Other , less important , territorial adjustments included significant territorial gains for the German Kingdoms of Hanover ( which gained East Frisia from Prussia and various other territories in Northwest Germany ) and Bavaria ( which gained the Rhenish Palatinate and territories in Franconia ) . The Duchy of Lauenburg was transferred from Hanover to Denmark , and Prussia annexed Swedish Pomerania . Switzerland was enlarged ,']",which german state benefited most from the territorial changes made by the congress of vienna,['German Kingdoms of Hanover'],Prussia benefited the most from the territorial changes made by the Congress of Vienna.,1.0,Conflicting information in Wikipedia,0.8515769243,1.529005408,0.010638118,0.3130600154,,,,,,,
258,257.0,"['   Personal life ( edit )   Long was born in Somerville , Massachusetts and was raised in Charlestown , Boston . Long is a Roman Catholic . He is married and has three sons . His eldest son , Chris is a defensive end for the Philadelphia Eagles . His middle son , Kyle is a guard for the Chicago Bears . His youngest son , Howie Jr. , works in player personnel for the Raiders .   Further reading ( edit )    Long , Howie ( 2007 ) Football for Dummies , 3rd', 'in Somerville , Massachusetts and was raised in Charlestown , Boston . Long is a Roman Catholic . He is married and has three sons . His eldest son , Chris is a defensive end for the Philadelphia Eagles . His middle son , Kyle is a guard for the Chicago Bears . His youngest son , Howie Jr. , works in player personnel for the Raiders .   Further reading ( edit )    Long , Howie ( 2007 ) Football for Dummies , 3rd edition . New York : Wiley . ISBN 978 - 0 - 470', 'Catholic . He is married and has three sons . His eldest son , Chris is a defensive end for the Philadelphia Eagles . His middle son , Kyle is a guard for the Chicago Bears . His youngest son , Howie Jr. , works in player personnel for the Raiders .   Further reading ( edit )    Long , Howie ( 2007 ) Football for Dummies , 3rd edition . New York : Wiley . ISBN 978 - 0 - 470 - 12536 - 6 .    References ( edit )   ']",who do howie long's son's play for in the nfl,"['Philadelphia Eagles', 'Chicago Bears', 'Raiders']","Kyle Long played for the Chicago Bears and Chris Long played for various teams, including the Philadelphia Eagles, New England Patriots, and St. Louis Rams.",3.0,Ambiguous event/entity reference,0.8395476341,3.601511478,0.4245052,0.9870146513,,,,,,,
259,258.0,"[""years . Halley is the only known short - period comet that is regularly visible to the naked eye from Earth , and the only naked - eye comet that might appear twice in a human lifetime . Halley last appeared in the inner parts of the Solar System in 1986 and will next appear in mid-2061 .   Halley 's returns to the inner Solar System have been observed and recorded by astronomers since at least 240 BC . Clear records of the comet 's appearances were made by Chinese , Babylonian , and medieval European chroniclers , but""]",when was the last time halleys comet was seen,['1986'],Halley's Comet was last seen from Earth in 1986.,3.0,Semantically the same,0.801486969,3.259786606,0.13316225,0.987557292,,,,,,,
260,259.0,"['Inflation   1.3 % ( Australia only ) ( March 2016 Reserve Bank estimate )     Source   Reserve Bank of Australia , March 2016 .     Pegged by   Tuvaluan dollar and Kiribati dollar at par     The Australian dollar ( sign : $ ; code : AUD ) is the currency of the Commonwealth of Australia , including its external territories Christmas Island , Cocos ( Keeling ) Islands , and Norfolk Island , as well as the independent Pacific Island states of Kiribati , Nauru , Papua New Guinea , Tonga , Tuvalu , and Vanuatu .']",what kind of currency is used in australia,['The Australian dollar ( sign : $ ; code : AUD )'],Australian dollar,3.0,Semantically the same,0.8587782979,4.911676884,0.78012675,0.9903899431,,,,,,,
261,260.0,"[""Took office   Left office   Political Party       Kim Jong - il ( 1941 / 42 -- 2011 )   5 September 2009   30 November 2011   Workers ' Party of Korea       Kim Jong - un ( 1984 - )   30 November 2011   Incumbent   Workers ' Party of Korea     From 2009 , the Chairman of the National Defence Commission became Supreme leader of DPR Korea . Since 2012 , the First Chairman of the National Defence""]",who is the head of state of north korea,['Kim Jong - un'],Kim Jong-un,3.0,Exact match,0.9532085657,5.015710831,0.9453537,0.9897799492,,,,,,,
262,261.0,"[""Gustave Doré 's illustrations for La Grande Bible de Tours . Smoke rising from a volcano , which the phrase `` fire and brimstone '' is intended to evoke .  Fire and brimstone ( or , alternatively , brimstone and fire ) is an idiomatic expression of referring to God 's wrath in the Hebrew Bible ( Old Testament ) and the New Testament . In the Bible , it often appears in reference to the fate of the unfaithful . Brimstone , an archaic term synonymous with sulfur , evokes the acrid odor of sulphur dioxide given off by lightning strikes""]",what does fire and brimstone mean in the bible,"[""God 's wrath""]","It is used to describe the punishment that God will bring upon sinners in hell, typically depicted as fiery destruction and suffering.",3.0,Different granularity,0.8066580296,4.309446812,0.35674006,0.08516730368,,,,,,,
263,262.0,"['( Western Churches )   27 May ( Orthodox Church and the General Roman Calendar from 1899 -- 1969 )       Patronage   English writers and historians ; Jarrow , Tyne and Wear , England , San Beda University     Bede ( / biːd / BEED ; Old English : Bǣda , Bēda ; 672 / 3 -- 26 May 735 ) , also known as Saint Bede , Venerable Bede , and Bede the Venerable ( Latin : Bēda Venerābilis ) , was an English Benedictine monk at the monastery']",who is called the father of english learning,['Bede'],Geoffrey Chaucer,3.0,Incorrect gold,0.7955431342,1.044907928,0.009641044,0.06517763436,,,,,,,
264,263.0,"[""        `` You Take My Breath Away '' ( 1979 )   `` Everlasting Love '' ( 1981 )        `` You Take My Breath Away '' is the 1979 debut single by singer - actor Rex Smith and the first release from his third studio album Sooner or Later which is also featured in the 1979 made - for - television film of the same title starring Smith and Denise Miller . It was produced by Charles Calello and Stephen Lawrence , and written by Lawrence and""]",who sings the song you take my breath away,['Rex Smith'],Berlin,3.0,Ambiguous event/entity reference,0.8559221029,1.023281097,0.009548399,0.04470831528,,,,,,,
265,264.0,"['sources . Unsourced material may be challenged and removed . ( February 2015 ) ( Learn how and when to remove this template message )    The United States Capitol dome as seen from the Supreme Court Building  Separation of powers is a political doctrine originating in the writings of Charles de Secondat , Baron de Montesquieu in The Spirit of the Laws , in which he argued for a constitutional government with three separate branches , each of which would have defined abilities to check the powers of the others . This philosophy heavily influenced the writing of the United States Constitution , according to which the Legislative , Executive , and']",where did the framers get the idea of separation of powers,"['the writings of Charles de Secondat , Baron de Montesquieu in The Spirit of the Laws']","From the writings of Enlightenment philosophers such as Montesquieu and Locke, as well as the British system of government they were familiar with.",3.0,Open-ended question,0.8501335979,1.595222831,0.34250233,0.291015327,,,,,,,
266,265.0,"[' Euthynnus : little tunas   Katsuwonus : cocinal tunas   Thunnus : albacores , true tunas       A tuna is a saltwater fish that belongs to the tribe Thunnini , a sub-grouping of the mackerel family ( Scombridae ) . Thunnini comprises fifteen species across five genera , the sizes of which vary greatly , ranging from the bullet tuna ( max. length : 50 cm ( 1.6 ft ) , weight : 1.8 kg ( 4 lb ) ) up to the Atlantic bluefin tuna ( max. length : 4.6 m (']",how many different types of tuna are there,['fifteen'],"There are several types of tuna, but the most commonly consumed ones are bluefin, yellowfin, skipjack, bigeye, and albacore tuna.",1.0,Mismatch with question intent,0.7848265767,1.358750463,0.41732827,0.04401250929,,,,,,,
267,266.0,"[""format   Mono     Original release   8 January 1978 ( 1978 - 01 - 08 ) -- 24 December 1990 ( 1990 - 12 - 24 )     All Creatures Great and Small is a British television series based on the books of the British veterinary surgeon Alf Wight , who wrote under the pseudonym James Herriot . In 1977 , the BBC tasked producer Bill Sellars with the creation of a television series from Herriot 's first two novels , If Only They Could Talk and It Should n't Happen to a Vet , using the title of""]",where is all creatures great and small based,['books of the British veterinary surgeon Alf Wight'],The series is set in the Yorkshire Dales of England.,3.0,Ambiguous event/entity reference,0.8490038514,1.233188748,0.01165338,0.0490700528,,,,,,,
268,267.0,"[""American slasher film written , directed , and produced by Rob Zombie . The film is a remake / reimagining of the 1978 horror film of the same name ; the first in the rebooted Halloween film series and the ninth installment of the Halloween franchise . The film stars Tyler Mane as the adult Michael Myers , Malcolm McDowell as Dr. Sam Loomis , and Scout Taylor - Compton as Laurie Strode ; Daeg Faerch portrays a ten - year - old Michael Myers . Rob Zombie 's `` reimagining '' follows the premise of John Carpenter 's original , with""]",who plays mike myers in rob zombie's halloween,['Tyler Mane'],Mike Myers is a fictional character in the Halloween franchise and is not played by anyone in Rob Zombie's version.,1.0,Incorrect prediction,0.8076162934,0.9511302114,0.07043309,0.6210973859,,,,,,,
269,268.0,"['. depth   26 m ( 85 ft )     Water volume   108 km ( 26 cu mi )     Surface elevation   32.7 m ( 107 ft )         Islands   400 + ( including Islets of Granada , Ometepe , Solentiname Islands , and Zapatera )     Settlements   Altagracia , Granada , Moyogalpa , San Carlos , San Jorge     Lake Nicaragua or Cocibolca or Granada ( Spanish : Lago de Nicaragua , Lago']",how many islands are there in lake nicaragua,['400 +'],There are 365 islands in Lake Nicaragua.,1.0,Conflicting information in Wikipedia,0.7975862026,1.488751173,0.010369218,0.1047038883,,,,,,,
270,269.0,"[""the Decades , as well as half of a $300,000 prize in the IBM Challenge , when he competed against Watson .   During his first run of Jeopardy ! appearances , Jennings earned the record for the highest American game show winnings . His total was surpassed by Brad Rutter , who defeated Jennings in the finals of the Jeopardy ! Ultimate Tournament of Champions ( first aired on May 25 , 2005 ) , adding $2,000,000 to Rutter 's existing Jeopardy ! winnings . Jennings regained the record after appearing on several other game shows , culminating in an""]",what contestant won the most money on jeopardy,['Brad Rutter'],"Ken Jennings, who won over $2.5 million during his 74-game winning streak.",3.0,Ambiguous event/entity reference,0.8124160171,1.501979113,0.009509891,0.05293889344,,,,,,,
271,270.0,"[""  Reese 's Peanut Butter Cups       Product type   Confectionery     Owner   The Hershey Company ( H.B. Reese Candy Company )     Country   United States     Introduced   1928     Markets   Worldwide     Previous owners   H.B. Reese     Tagline   Reese 's ... perfect     Website   www.reeses.com     Reese 's Peanut Butter Cups are the No. 1""]",when were reese's peanut butter cups introduced,['1928'],in 1928,3.0,Semantically the same,0.8904774189,4.912085533,0.73454833,0.9893394113,,,,,,,
272,271.0,"["", facilitating dramatic and fluid scenery changes . Its design ensures that the audience 's view is not blocked from any seat , and that the audience is fully visible to actors from the stage 's centre . Designed in the 1970s and a prototype of current technology , the drum revolve and a multiple ' sky hook ' flying system were initially very controversial and required ten years to commission , but seem to have fulfilled the objective of functionality with high productivity .  Lyttelton Theatre ( edit )  Named after Oliver Lyttelton , the National Theatre 's first""]",a famous feature of the national theatre's olivier stage is its,['drum revolve'],revolving stage.,3.0,Semantically the same,0.8743938208,1.2904495,0.39203966,0.04089773819,,,,,,,
273,272.0,"[""    Track listing ( edit )   All tracks written by Pasek & Paul .     No .   Title   Performed by   Length     1 .   `` The Greatest Show ''   Hugh Jackman , Keala Settle , Zac Efron , Zendaya   5 : 02     2 .   `` A Million Dreams ''   Ziv Zaifman , Jackman , Michelle Williams   4 : 29     3 .   `` A"", "" Track listing ( edit )   All tracks written by Pasek & Paul .     No .   Title   Performed by   Length     1 .   `` The Greatest Show ''   Hugh Jackman , Keala Settle , Zac Efron , Zendaya   5 : 02     2 .   `` A Million Dreams ''   Ziv Zaifman , Jackman , Michelle Williams   4 : 29     3 .   `` A Million Dreams ("", ""( edit )   All tracks written by Pasek & Paul .     No .   Title   Performed by   Length     1 .   `` The Greatest Show ''   Hugh Jackman , Keala Settle , Zac Efron , Zendaya   5 : 02     2 .   `` A Million Dreams ''   Ziv Zaifman , Jackman , Michelle Williams   4 : 29     3 .   `` A Million Dreams ( Reprise ) ''"", ""  All tracks written by Pasek & Paul .     No .   Title   Performed by   Length     1 .   `` The Greatest Show ''   Hugh Jackman , Keala Settle , Zac Efron , Zendaya   5 : 02     2 .   `` A Million Dreams ''   Ziv Zaifman , Jackman , Michelle Williams   4 : 29     3 .   `` A Million Dreams ( Reprise ) ''  "", ""Performed by   Length     1 .   `` The Greatest Show ''   Hugh Jackman , Keala Settle , Zac Efron , Zendaya   5 : 02     2 .   `` A Million Dreams ''   Ziv Zaifman , Jackman , Michelle Williams   4 : 29     3 .   `` A Million Dreams ( Reprise ) ''   Austyn Johnson , Cameron Seely , Jackman   1 : 00     4 .   `` Come"", ""    1 .   `` The Greatest Show ''   Hugh Jackman , Keala Settle , Zac Efron , Zendaya   5 : 02     2 .   `` A Million Dreams ''   Ziv Zaifman , Jackman , Michelle Williams   4 : 29     3 .   `` A Million Dreams ( Reprise ) ''   Austyn Johnson , Cameron Seely , Jackman   1 : 00     4 .   `` Come Alive ''   Jackman"", ""  5 : 02     2 .   `` A Million Dreams ''   Ziv Zaifman , Jackman , Michelle Williams   4 : 29     3 .   `` A Million Dreams ( Reprise ) ''   Austyn Johnson , Cameron Seely , Jackman   1 : 00     4 .   `` Come Alive ''   Jackman , Settle , Daniel Everidge , Zendaya   3 : 45     5 .   `` The Other Side ''"", "": 02     2 .   `` A Million Dreams ''   Ziv Zaifman , Jackman , Michelle Williams   4 : 29     3 .   `` A Million Dreams ( Reprise ) ''   Austyn Johnson , Cameron Seely , Jackman   1 : 00     4 .   `` Come Alive ''   Jackman , Settle , Daniel Everidge , Zendaya   3 : 45     5 .   `` The Other Side ''   Jackman"", "": 29     3 .   `` A Million Dreams ( Reprise ) ''   Austyn Johnson , Cameron Seely , Jackman   1 : 00     4 .   `` Come Alive ''   Jackman , Settle , Daniel Everidge , Zendaya   3 : 45     5 .   `` The Other Side ''   Jackman & Efron   3 : 34     6 .   `` Never Enough ''   Loren Allred   3 :"", ""Jackman , Settle , Daniel Everidge , Zendaya   3 : 45     5 .   `` The Other Side ''   Jackman & Efron   3 : 34     6 .   `` Never Enough ''   Loren Allred   3 : 27     7 .   `` This Is Me ''   Settle   3 : 54     8 .   `` Rewrite the Stars ''   Efron & Zendaya   3 : 37 ""]",who sang in the movie the greatest showman,"['Hugh Jackman', 'Keala Settle', 'Zac Efron', 'Zendaya', 'Ziv Zaifman', 'Michelle Williams', 'Austyn Johnson', 'Cameron Seely', 'Daniel Everidge', 'Loren Allred']","The lead actor, Hugh Jackman, sang in the movie The Greatest Showman along with other cast members such as Zac Efron and Zendaya.",3.0,Different granularity,0.8754124045,3.332191706,0.28736848,0.9897072315,,,,,,,
274,273.0,"['kills every man she marries on their wedding night before the marriage can be consummated .   In the New Testament , only the archangels Gabriel and Michael are mentioned by name ( Luke 1 : 9 -- 26 ; Jude 1 : 9 ) . Later manuscripts of John 5 : 1 -- 4 refer to the pool of Bethesda , where the multitude of the infirm lay awaiting the moving of the water , for `` an angel of the Lord descended at certain times into the pond ; and the water was moved . And he that went down first into the']",where is archangel raphael mentioned in the bible,['John 5 : 1 -- 4'],Archangel Raphael is mentioned in the Book of Tobit in the Old Testament.,3.0,Different granularity,0.8128002882,0.9929757118,0.010867147,0.1375855803,,,,,,,
275,274.0,['hide )   1 PAW Patrol members   1.1 Original members   1.2 Occasional members     2 Recurring characters   3 References      PAW Patrol members ( edit )   Original members ( edit )    Ryder is the human leader of the PAW Patrol . He is a ten - year - old boy who gives the dogs their mission instructions and builds the vehicles and equipment they use . His vehicle is an ATV . He is the only character to be featured in every'],what is the boy called in paw patrol,['Ryder'],The boy's name in Paw Patrol is Ryder.,3.0,Semantically the same,0.8174731731,3.637939215,0.3023586,0.9857680202,,,,,,,
276,275.0,"[""of winds and currents during the age of sail . For example , from the main trading nations of Western Europe it was much easier to sail westwards after first going south of 30 N latitude and reaching the so - called `` trade winds '' ; thus arriving in the Caribbean rather than going straight west to the North American mainland . Returning from North America , it is easiest to follow the Gulf Stream in a northeasterly direction using the westerlies . A similar triangle to this , called the volta do mar was already being used by the Portuguese""]",the middle leg of the journey from england to africa to the americas,['the Caribbean'],"The middle leg of the journey from England to Africa to the Americas was from Africa to the Americas, which involved the transatlantic slave trade.",1.0,Mismatch with question intent,0.8213162422,1.573396564,0.247055,0.8960807323,,,,,,,
277,276.0,"[""        ← 2016   NFL seasons       The 2017 NFL season , the 98th and current season in the history of the National Football League ( NFL ) , began on September 7 , 2017 , with the Kansas City Chiefs defeating the defending Super Bowl LI champion New England Patriots 42 -- 27 in the NFL Kickoff Game . The season will conclude with Super Bowl LII , the league 's championship game , on February 4 , 2018 , at U.S. Bank Stadium in Minneapolis , Minnesota . "", ""   ← 2016   NFL seasons       The 2017 NFL season , the 98th and current season in the history of the National Football League ( NFL ) , began on September 7 , 2017 , with the Kansas City Chiefs defeating the defending Super Bowl LI champion New England Patriots 42 -- 27 in the NFL Kickoff Game . The season will conclude with Super Bowl LII , the league 's championship game , on February 4 , 2018 , at U.S. Bank Stadium in Minneapolis , Minnesota .   For the second consecutive year , a team relocated""]",who plays the first game of the nfl regular season,"['the Kansas City Chiefs', 'the defending Super Bowl LI champion New England Patriots']","typically, the first game of the NFL regular season is played by the reigning Super Bowl champions.",3.0,Different granularity,0.8493433595,1.638222575,0.419514,0.2412299961,,,,,,,
278,277.0,"[""has a grandson , at which point they finally reconcile .   The film ends with Jess performing `` America '' , with his father and Molly in attendance .   Cast ( edit )    Neil Diamond as Yussel Rabinovitch / Jess Robin   Laurence Olivier as Cantor Rabinovitch   Lucie Arnaz as Molly Bell   Catlin Adams as Rivka Rabinovitch   Franklyn Ajaye as Bubba   Paul Nicholas as Keith Lennox   Sully Boyar as Eddie Gibbs   Mike Kellin as Leo   James Booth as Paul Rossini""]",who played neil diamonds father in the jazz singer,['Laurence Olivier'],Laurence Olivier,3.0,Exact match,1.0,5.082724571,0.96097857,0.9903876185,,,,,,,
279,278.0,"[""  Unknown     `` London Bridge Is Falling Down '' ( also known as `` My Fair Lady '' or `` London Bridge '' ) is a traditional English nursery rhyme and singing game , which is found in different versions all over the world . It deals with the depredations of London Bridge and attempts , realistic or fanciful , to repair it . It may date back to bridge rhymes and games of the Late Middle Ages , but the earliest records of the rhyme in English are from the seventeenth century . The lyrics were first printed in close to their modern form in the mid-eighteenth century and became popular , particularly in Britain and the United States in the nineteenth century .   The modern melody was first recorded in the late nineteenth century and the game resembles arch games""]",where does the song london bridges falling down come from,"['It deals with the depredations of London Bridge and attempts , realistic or fanciful , to repair it . It may date back to bridge rhymes and games of the Late Middle Ages , but the earliest records of the rhyme in English are from the seventeenth century .']","The origins of the song are unknown, but it is believed to be a nursery rhyme from England.",3.0,Different granularity,0.8617322445,1.675479054,0.44710922,0.06805446744,,,,,,,
280,279.0,"['03 - 30 )         22   September 24 , 2016 ( 2016 - 09 - 24 )   March 25 , 2017 ( 2017 - 03 - 25 )         16   October 16 , 2017 ( 2017 - 10 - 16 )   March 5 , 2018 ( 2018 - 03 - 05 )     Episodes ( edit )   Shorts ( 2014 ) ( edit )     No .   Title   Directed by']",star wars rebels mid season 4 release date,"['October 16 , 2017']","February 19, 2018",3.0,Ambiguous event/entity reference,0.8952504992,1.037680149,0.10487136,0.05805626512,,,,,,,
281,280.0,"[""for gold at the official exchange rate , reducing US economic influence . This , along with the fiscal strain of federal expenditures for the Vietnam War and persistent balance of payments deficits , led U.S. President Richard Nixon to end international convertibility of the U.S. dollar to gold on August 15 , 1971 ( the `` Nixon Shock '' ) .   This was meant to be a temporary measure , with the gold price of the dollar and the official rate of exchanges remaining constant . Revaluing currencies was the main purpose of this plan . No official revaluation or redemption""]",when was the dollar removed from the gold standard,"['August 15 , 1971']","August 15, 1971",3.0,Exact match,0.961145401,5.100777626,0.9615668,0.9889926314,,,,,,,
282,281.0,"[""article is about the high school football all - star game . For the high school baseball all - star game , see Under Armour All - America Baseball Game .  The Under Armour High School All - America Game is a high school football all - star game typically held in early January in the U.S. state of Florida created to spotlight the nation 's top high school seniors . The game was first played on January 5 , 2008 , and has been played annually at the Tropicana Field in St. Petersburg , Florida . The game is sponsored by Under Armour and enjoys a national audience thanks""]",where did the term $64 000 question come from,"['The $64,000 Question was an American game show broadcast from 1955 to 1958']","It originated from the popular quiz show ""The $64,000 Question"" which aired in the 1950s and offered a large cash prize for correctly answering difficult trivia questions.",3.0,Different granularity,0.8890558481,1.152338862,0.6627051,0.6066092849,,,,,,,
283,282.0,"[""'s lament - wikipedia  Dido 's lament  Jump to : navigation , search Dido 's Lament chromatic fourth ground bass , measures 1 -- 6 Play ( help info )  Dido 's Lament is the aria `` When I am laid in earth '' from the opera Dido and Aeneas by Henry Purcell ( libretto by Nahum Tate ) .   It is included in many classical music textbooks on account of its exemplary use of the passus duriusculus in the ground bass . The conductor Leopold Stokowski wrote a transcription of the piece for symphony orchestra . It""]",where is the under armour all american game,['typically held in early January in the U.S. state of Florida'],"The location of the Under Armour All American game changes each year, but it is typically played in a football stadium in the United States.",3.0,Open-ended question,0.8636335731,3.886281967,0.016132819,0.4095130563,,,,,,,
284,283.0,"[""and Zack resumes dating her . She does not appear at all on the show after this episode , and Zack goes back to his mix of dating adventures and pining for a reunion with Kelly Kapowski .   Violet ann Bickerstaff ( edit )   Violet ( Tori Spelling ) is a nerdy character ( appearing in 3 episodes in seasons 2 & 3 ) who was originally dating Maxwell Nerdstrom , but she dumped him in favor of Screech ( whom she commonly addresses by his real name `` Samuel '' ) , as Maxwell had treated her""]",the lament when i am laid in earth is a ground bass aria from,['Dido and Aeneas'],the opera Dido and Aeneas by Henry Purcell.,3.0,Different granularity,0.8874222636,1.283869147,0.6457468,0.9865432978,,,,,,,
285,284.0,"[""of the black liquid gold , in the largest continent . More than a century ago , history was made in a remote corner of Assam in the midst of the dense and malaria infested jungles , by a band of intrepid pioneers searching for black gold . In 1867 Italian Engineers , commissioned by the Assam Railways and Trading Company , to build a railway line from Dibrugarh to Margherita ( Headquarters of Assam Railways and Trading Company ) accidentally discovered oil at Digboi around 10 miles from Margherita . ' Dig boy , dig ' , shouted the English engineer""]",who plays violet in saved by the bell,['Tori Spelling'],Tiffani Thiessen,1.0,Incorrect prediction,0.748062551,1.255086303,0.035303902,0.03731958568,,,,,,,
286,285.0,"['designer     Years active   1968 -- 1992     Spouse ( s )   Michele Placido ( 1989 -- 1994 ) ( divorced )     Children   3 children Violante Placido ( daughter )     Simonetta Stefanelli ( born 30 November 1954 ) is an Italian actress , entrepreneur and fashion designer . Internationally , she is best known for her performance as Apollonia Vitelli - Corleone in the 1972 film The Godfather , directed by Francis Ford Coppola . Her other roles include appearances in Moses']",who discovered the occurrence of oil in assa,['Italian Engineers'],"I'm sorry, I cannot answer this question without additional context. Can you please provide more information regarding Assa and the discovery of oil?",1.0,DATC,0.8043171763,1.106371164,0.011541823,0.112278983,,,,,,,
287,286.0,"['of Orléans        Date   24 May 1337 -- 19 October 1453     Location   France , the Low Countries , Great Britain , Iberian peninsula     Result    French victory    House of Valois retains the French throne   England permanently loses almost all of its continental possessions including Normandy and Aquitaine   English claims to the French throne de facto abandoned   Strengthening of the French monarchy   House of Lancaster is weakened , leading to the War of the Roses  ', 'Date   24 May 1337 -- 19 October 1453     Location   France , the Low Countries , Great Britain , Iberian peninsula     Result    French victory    House of Valois retains the French throne   England permanently loses almost all of its continental possessions including Normandy and Aquitaine   English claims to the French throne de facto abandoned   Strengthening of the French monarchy   House of Lancaster is weakened , leading to the War of the Roses   Rise of nationalistic identities in England and France   Decline of chivalry  ', '   French victory    House of Valois retains the French throne   England permanently loses almost all of its continental possessions including Normandy and Aquitaine   English claims to the French throne de facto abandoned   Strengthening of the French monarchy   House of Lancaster is weakened , leading to the War of the Roses   Rise of nationalistic identities in England and France   Decline of chivalry   Decline of feudalism       Territorial changes     France acquired the English continental possessions   England retained ownership of the Channel Islands and Calais ', '  England permanently loses almost all of its continental possessions including Normandy and Aquitaine   English claims to the French throne de facto abandoned   Strengthening of the French monarchy   House of Lancaster is weakened , leading to the War of the Roses   Rise of nationalistic identities in England and France   Decline of chivalry   Decline of feudalism       Territorial changes     France acquired the English continental possessions   England retained ownership of the Channel Islands and Calais          Belligerents ', 'possessions including Normandy and Aquitaine   English claims to the French throne de facto abandoned   Strengthening of the French monarchy   House of Lancaster is weakened , leading to the War of the Roses   Rise of nationalistic identities in England and France   Decline of chivalry   Decline of feudalism       Territorial changes     France acquired the English continental possessions   England retained ownership of the Channel Islands and Calais          Belligerents      Kingdom', '  English claims to the French throne de facto abandoned   Strengthening of the French monarchy   House of Lancaster is weakened , leading to the War of the Roses   Rise of nationalistic identities in England and France   Decline of chivalry   Decline of feudalism       Territorial changes     France acquired the English continental possessions   England retained ownership of the Channel Islands and Calais          Belligerents      Kingdom of France   ', '  France , the Low Countries , Great Britain , Iberian peninsula     Result    French victory    House of Valois retains the French throne   England permanently loses almost all of its continental possessions including Normandy and Aquitaine   English claims to the French throne de facto abandoned   Strengthening of the French monarchy   House of Lancaster is weakened , leading to the War of the Roses   Rise of nationalistic identities in England and France   Decline of chivalry   Decline of feudalism       Territorial changes', 'Iberian peninsula     Result    French victory    House of Valois retains the French throne   England permanently loses almost all of its continental possessions including Normandy and Aquitaine   English claims to the French throne de facto abandoned   Strengthening of the French monarchy   House of Lancaster is weakened , leading to the War of the Roses   Rise of nationalistic identities in England and France   Decline of chivalry   Decline of feudalism       Territorial changes     France acquired the']",who played michael corleone's first wife in the godfather,['Simonetta Stefanelli'],"Apollonia Vitelli-Corleone was played by Simonetta Stefanelli. However, Michael Corleone's first American wife, Kay Adams, was played by Diane Keaton.",3.0,Different granularity,0.8490017056,2.480533361,0.44828942,0.9838888645,,,,,,,
288,287.0,"['congruous with its historical significance .   In a last - minute act while in office , President Bill Clinton designated 22 acres of the island , including the two great forts , as Governors Island National Monument on January 19 , 2001 . In the next year on April 1 , 2002 , President George W. Bush , Governor Pataki , and Mayor Michael Bloomberg announced that the federal government would sell Governors Island to the people of New York for a nominal cost , and that the island would be used for public benefit . At the time of the transfer']",what was the result of the 100 year war,"['House of Valois retains the French throne', 'England permanently loses almost all of its continental possessions including Normandy and Aquitaine', 'House of Lancaster is weakened , leading to the War of the Roses', 'Rise of nationalistic identities in England and France', 'Decline of chivalry', 'Decline of feudalism', 'English claims to the French throne de facto abandoned', 'Strengthening of the French monarchy']","The result of the 100 year war was the defeat of the French by the English and the establishment of English rule over parts of France. However, the war ultimately weakened both countries and led to significant social and economic changes.",3.0,Open-ended question,0.8629192114,1.336008191,0.26484966,0.3430691659,,,,,,,
289,288.0,"[""( US )     Friday the 13th : The Final Chapter is a 1984 American slasher film directed by Joseph Zito and the fourth installment in the Friday the 13th film series . Following the events of Friday the 13th Part III , Jason Voorhees returns to Crystal Lake and continues his killing spree on a family and a group of neighboring teenagers after being revived from his mortal wound . The film stars Corey Feldman , Ted White , Kimberly Beck , and Crispin Glover .   Despite the film 's negative reviews , it grossed $33""]",when did governors island open to the public,"['April 1 , 2002']",Governors Island first opened to the public in 2003.,3.0,Incorrect gold,0.8224272132,2.901922941,0.019688139,0.2836053371,,,,,,,
